"ID_muestra","N_Vaca","Muestreo","ED","DEL","Estado","Estado_n","NP","PL","CE","CCS","SCCS","Resultado","","","",""
"690-6","690","6","94","254","Gestante","1","5","11.8","6.7","581000","5.54","1","","","",""
"1867-3","1867","3","50","153","Inseminada","3","2","12.6","7.4","600000","5.58","1","","","",""
"1600-7","1600","7","87","211","Inseminada","3","5","12.4","8","610000","5.61","1","","","",""
"801-3","801","3","65","460","Gestante","1","2","3.6","5.9","632000","5.66","1","","","",""
"1939-3","1939","3","85","256","Gestante","1","5","8.8","9.2","647000","5.69","1","","","",""
"888-5","888","5","46","279","Gestante","1","2","10","6.9","655000","5.71","1","","","",""
"825-11","825","11","62","305","Gestante","1","3","12.2","7.1","672000","5.75","1","","","",""
"653-9","653","9","120","294","No gestante","#N/A","6","7.6","8.4","690000","5.79","1","","","",""
"882-8","882","8","48","181","Inseminada","3","2","11.9","6.7","712000","5.83","1","","","",""
"1241-10","1241","10","103","128","Abierta","2","7","16.8","6.5","742000","5.89","1","","","",""
"653-10","653","10","120","302","No gestante","#N/A","6","8.4","9.2","769000","5.94","1","","","",""
"801-2","801","2","65","453","Gestante","1","2","4.9","6.1","785000","5.97","1","","","",""
"1112-10","1112","10","102","335","Gestante","1","4","17","5.2","821000","6.04","1","","","",""
"1913-6","1913","6","91","334","Gestante","1","4","4.3","6.3","848000","6.08","1","","","",""
"653-11","653","11","121","309","No gestante","#N/A","6","8.7","8.1","883000","6.14","1","","","",""
"691-4","691","4","93","264","Gestante","1","5","6.4","6.1","904000","6.18","1","","","",""
"806-2","806","2","64","20","Abierta","2","3","14.7","6.6","926000","6.21","1","","","",""
"884-10","884","10","48","284","Gestante","1","2","16","7.2","943000","6.24","1","","","",""
"1913-3","1913","3","90","313","Gestante","1","4","6.7","7.4","960000","6.26","1","","","",""
"1867-5","1867","5","50","167","Inseminada","3","2","13.4","9","996000","6.32","1","","","",""
"52-7","52","7","107","272","Gestante","1","6","13.9","7.4","1070000","6.42","1","","","",""
"888-3","888","3","46","265","Gestante","1","2","10.4","6.5","1118000","6.48","1","","","",""
"1241-2","1241","2","101","71","Abierta","2","7","19.8","6.5","1160000","6.54","1","","","",""
"1915-6","1915","6","86","274","Gestante","1","5","10.3","4.8","1253000","6.65","1","","","",""
"691-7","691","7","94","286","Gestante","1","5","4.3","5","1306000","6.71","1","","","",""
"825-6","825","6","61","269","Gestante","1","3","14","4.9","1341000","6.75","1","","","",""
"784-10","784","10","72","205","Gestante","1","3","11.4","6.4","1412000","6.82","1","","","",""
"17-4","17","4","107","272","Gestante","1","5","6.4","6.9","1442000","6.85","1","","","",""
"904-8","904","8","44","31","Abierta","2","2","17","8.1","1535000","6.94","1","","","",""
"1241-3","1241","3","101","78","Abierta","2","7","17.9","6.3","1626000","7.02","1","","","",""
"68-3","68","3","81","294","Gestante","1","3","3","7","1733000","7.12","1","","","",""
"972-11","972","11","31","195","Inseminada","3","1","6.5","5.5","1789000","7.16","1","","","",""
"206-3","206","3","91","266","Gestante","1","4","4.1","7.2","1987000","7.31","1","","","",""
"872-7","872","7","50","192","Inseminada","3","2","16.1","6.6","2087000","7.38","1","","","",""
"902-9","902","9","44","113","Gestante","1","2","12.6","6.1","2269000","7.5","1","","","",""
"806-8","806","8","66","62","Abierta","2","3","16.6","7.4","2364000","7.56","1","","","",""
"904-11","904","11","44","53","Abierta","2","2","17.5","8.4","2443000","7.61","1","","","",""
"845-6","845","6","58","55","Abierta","2","3","13.7","6.7","2942000","7.88","1","","","",""
"822-1","822","1","60","93","Inseminada","3","3","19.3","7.7","3866000","8.27","1","","","",""
"888-2","888","2","46","258","Gestante","1","2","11.2","6.7","6296000","8.98","1","","","",""
